STOREID|BARCODE
DEL0000001446|8901030627385
DEL0000001446|8903010627385
DEL0000001446|8901314010025
DEL0000001446|8901030534720
DEL0000001446|8901030534720
DEL0000001446|8901030534720
DEL0000001446|8901030534720
DEL0000001446|8901314010025
DEL0000001446|846597062768
DEL0000001446|8906002000074
DEL0000001446|8901058847864
DEL0000001446|9801058847864
DEL0000001446|8902102161103
DEL0000001446|8901030349751
DEL0000001446|8901030598654
DEL0000001446|8901030598654
DEL0000001446|8091030598654
DEL0000001446|8901030598654
DEL0000001446|8901030598654
DEL0000001446|8190030541292
DEL0000001446|8904063230072
DEL0000001446|8908006436057
DEL0000001446|9808006436507
DEL0000001446|8901764022401
DEL0000001446|8908006436033
DEL0000001446|8901058843590
DEL0000001446|8901063023901
DEL0000001446|8901058843590
DEL0000001446|8906055100028
DEL0000001446|8690055100028
DEL0000001446|8901233022994
DEL0000001446|8901030633942
DEL0000001446|8019030633942
DEL0000001446|8901030633942
DEL0000001446|8901030633942
DEL0000001446|8906006332683
DEL0000001446|8906006332683
DEL0000001446|8960006332683
DEL0000001446|8904063200204
DEL0000001446|8901000213693
DEL0000001446|8901000213693
UPR0000002773|8901652142105
UPR0000002773|8901652142143
UPR0000002773|8901063028166
UPR0000002773|4902430718110
UPR0000002773|8901719702051
UPR0000002773|8901030610936
UPR0000002773|8901233021805
UPR0000002773|8901052021451
UPR0000002773|690225106771
UPR0000002773|8901030609275
UPR0000002773|8901595963355
UPR0000002773|8901246002075
UPR0000002773|8901262151764
UPR0000002773|8901725181222
UPR0000002773|8901595963324
UPR0000002773|8901595963317
UPR0000002773|8901058847864
UPR0000002773|8901058847857
UPR0000002773|8901058842722
UPR0000002773|8901595963409
UPR0000002773|8901058842722
UPR0000002773|8901058843224
UPR0000002773|8901764032912
UPR0000002773|8906058710026
DEL0000001446|8904063251046
DEL0000001446|8904063251046
DEL0000001446|8904063251022
DEL0000001446|8904063251022
DEL0000001446|8049063230126
DEL0000001446|700736260388
DEL0000001446|700736260272
DEL0000001446|8901030638541
DEL0000001446|8901030638541
DEL0000001446|8901030638541
DEL0000001446|8901030638541
DEL0000001446|8901030638541
DEL0000001446|8901030634851
DEL0000001446|8907119258626
DEL0000001446|8901719258626
DEL0000001446|8901719255151
DEL0000001446|8901030560880
DEL0000001446|8901030560880
DEL0000001446|8901030560880
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8901030591440
DEL0000001446|8901030591440
DEL0000001446|8901030559754
DEL0000001446|8906009620145
DEL0000001446|8906009620145
DEL0000001446|8901030560880
DEL0000001446|8901030560880
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8901030547720
DEL0000001446|8901030547720
DEL0000001446|8901030547720
DEL0000001446|8901030505539
DEL0000001446|8901030505539
DEL0000001446|8901063071032
DEL0000001446|8901063071032
DEL0000001446|8901725921118
DEL0000001446|8901030273962
DEL0000001446|8904063253576
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901300541292
DEL0000001446|8901300541292
DEL0000001446|890103054129
DEL0000001446|8091030534898
DEL0000001446|8901030534898
DEL0000001446|8901030534898
DEL0000001446|8901030619458
DEL0000001446|8901030619458
DEL0000001446|8901030619458
DEL0000001446|8906008521302
DEL0000001446|8096001385202
DEL0000001446|8906001385202
DEL0000001446|8906001385202
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901030627392
DEL0000001446|8901030541292
DEL0000001446|8901030541292
DEL0000001446|8910030541292
DEL0000001446|8901030560880
DEL0000001446|8901725134761
DEL0000001446|8901725134761
DEL0000001446|8901571004614
DEL0000001446|8901399245077
DEL0000001446|8906010080440
DEL0000001446|8019030462504
DEL0000001446|8901030462504
DEL0000001446|8901030462504
DEL0000001446|8901300462504
DEL0000001446|8901030619458
DEL0000001446|8901030619458
DEL0000001446|8901030619458
DEL0000001446|8901030619458
DEL0000001446|8901030585852
DEL0000001446|8901030585852
DEL0000001446|8901030585852
DEL0000001446|8901030585852
DEL0000001446|8901030627378
DEL0000001446|8901030627378
DEL0000001446|8901030627392
DEL0000001446|8091030627392
DEL0000001446|8901030505539
DEL0000001446|8901300505539
DEL0000001446|8901030505539
DEL0000001446|8901030505539
DEL0000001446|8901035047720
DEL0000001446|8901030547720
DEL0000001446|8901030547720
DEL0000001446|8906010088293
DEL0000001446|8906010088293
UPR0000002773|8901719255168
UPR0000002773|8901361303736
UPR0000002773|8901725121129
DEL0000001446|8901571004409
DEL0000001446|8901190107239
DEL0000001446|8906016579993
DEL0000001446|8906007280693
DEL0000001446|8091508847833
DEL0000001446|8901088068758
DEL0000001446|8901058487864
DEL0000001446|8901725184120
DEL0000001446|8901725181222
DEL0000001446|8901725181222
DEL0000001446|8901725181222
DEL0000001446|8901721535133
DEL0000001446|8906063270010
DEL0000001446|8901042967073
DEL0000001446|8901042967073
DEL0000001446|8901595862962
DEL0000001446|8901246004505
DEL0000001446|846597069019
DEL0000001446|8901063325371
DEL0000001446|8901262020051
DEL0000001446|8901058842296
DEL0000001446|8906002000883
DEL0000001446|8993189271366
DEL0000001446|9088003416564
DEL0000001446|8901030627378
DEL0000001446|8069001383819
DEL0000001446|8906001383819
DEL0000001446|8901030627378
DEL0000001446|8906009077123
DEL0000001446|8901721531340
DEL0000001446|8907215131340
DEL0000001446|8901063155206
DEL0000001446|8906009620039
DEL0000001446|8906009620039
DEL0000001446|8960009072036
DEL0000001446|8906009077437
DEL0000001446|801541070435
DEL0000001446|8904063251046
DEL0000001184|8901030533006
DEL0000001184|8901030591242
DEL0000001184|8901030537929
DEL0000001184|8901030533006
DEL0000001446|8901030462504
DEL0000001184|8901030533006
DEL0000001446|8901030462504
DEL0000001446|8901030462504
DEL0000001446|8901030642504
DEL0000001446|8901030945618
DEL0000001184|8901030591242
DEL0000001184|8901030591242
DEL0000001446|8901030614958
DEL0000001446|8901030462504
DEL0000001184|8901030591242
DEL0000001446|8901030444906
DEL0000001184|8901030591242
DEL0000001446|8901030593727
DEL0000001446|8901030593727
DEL0000001446|8901030593727
DEL0000001184|8901030533006
DEL0000001446|8901030408359
DEL0000001184|8901030533006
DEL0000001446|8901030408359
DEL0000001446|8901030408359
DEL0000001446|8901030408359
DEL0000001446|8091030444906
DEL0000001446|8901030444906
DEL0000001446|8901030541292
DEL0000001446|8901030560880
DEL0000001446|8901030560880
DEL0000001446|8901030505539
DEL0000001446|8901030505539
DEL0000001446|8901030547720
DEL0000001446|8901030547720
DEL0000001446|8901030591440
DEL0000001446|8901030591440
DEL0000001446|8901030585852
DEL0000001446|8901030627392
DEL0000001446|8901030591525
DEL0000001446|8901030591525
DEL0000001446|8901030627378
DEL0000001446|8019030627378
DEL0000001446|8901030627378
DEL0000001446|8901030550539
DEL0000001446|8904038111085
DEL0000001446|8901063023901
DEL0000001446|8901719702051
DEL0000001446|8906006330726
DEL0000001446|8906006330726
DEL0000001446|8908006101009
DEL0000001446|8901719702051
DEL0000001446|8901719720051
DEL0000001446|890171970251
DEL0000001446|8901396058007
DEL0000001446|8069007674140
DEL0000001184|11500000
DEL0000001184|11260991
DEL0000001184|22169849
DEL0000001184|66134535
DEL0000001184|66134535
DEL0000001184|22173687
UPR0000002773|8901063092280
UPR0000002773|8906007280976
UPR0000002773|8906002340033
UPR0000002773|8904063200174
UPR0000002773|8901233023663
UPR0000002773|8901233022550
DEL0000001446|901812014324
DEL0000001446|8901120432114
DEL0000001446|8901102432114
DEL0000001446|8901120146710
DEL0000001446|901542016691
DEL0000001446|8901542004612
DEL0000001446|890154201938
DEL0000001446|31000008129
DEL0000001446|13000008129
DEL0000001446|8901120143917
DEL0000001446|9018120134124
DEL0000001446|8901030553127
DEL0000001446|9021802161202
DEL0000001446|902182160120
DEL0000001446|902182160201
DEL0000001446|8021921601202
DEL0000001446|9021802161202
DEL0000001446|8013996151333
DEL0000001446|8901030628337
DEL0000001446|8901012116340
DEL0000001446|8901030534898
DEL0000001446|8012390233748
DEL0000001446|8901725184216
DEL0000001446|8901025024315
DEL0000001446|8906006330726
DEL0000001446|9608007280969
UPR0000002773|8902080364343
UPR0000002773|8902080364343
UPR0000002773|8901030468094
UPR0000002773|8901888060181
UPR0000002773|8901888060181
DEL0000001446|906807280200
DEL0000001446|906800728200
DEL0000001446|9068007282000
DEL0000001446|9068007282000
DEL0000001446|8012393013091
DEL0000001446|901238013091
DEL0000001446|901238310091
DEL0000001446|901238013091
DEL0000001446|8901058827422
DEL0000001446|8901058827422
DEL0000001446|8901058842722
DEL0000001446|8901725131519
DEL0000001446|8901721355119
DEL0000001446|9172085315126
DEL0000001446|8901030537806
DEL0000001446|8901030534973
DEL0000001446|8901035986054
DEL0000001446|901803098654
DEL0000001446|9018300637933
DEL0000001446|8901058131086
DEL0000001446|8901725315447
DEL0000001446|891720513140
DEL0000001446|8901030621956
DEL0000001446|804963250576
DEL0000001446|890149170264
DEL0000001446|8901595927555
DEL0000001446|9018030325160
DEL0000001446|8901030516320
DEL0000001446|9018030516320
DEL0000001446|8901030461231
DEL0000001446|9018300461231
DEL0000001446|8901042962566
DEL0000001446|901858042782
DEL0000001446|9088035420034
DEL0000001446|901804295416
DEL0000001446|8902579103415
DEL0000001446|89006740
DEL0000001446|8901233013091
DEL0000001446|8908008404070
DEL0000001446|9016480400734
UPR0000002773|8904124107695
DEL0000001446|9018580453278
DEL0000001446|8019192300546
DEL0000001446|901892124100
UPR0000002773|8901719106637
UPR0000002773|8901595963317
UPR0000002773|8901247571013
UPR0000002773|8901138816285
UPR0000002773|8901030584442
UPR0000002773|8901063029163
DEL0000001446|901548108010
DEL0000001446|9015481081010
UPR0000002773|8901262173759
DEL0000001446|9018058844917
DEL0000001446|4902430732819
DEL0000001446|4902307432819
DEL0000001446|8019058843590
DEL0000001446|890103057820
UPR0000002773|8901450004742
UPR0000002773|8901725101848
UPR0000002773|8901725134327
DEL0000001446|8012393022994
DEL0000001446|8901058478864
DEL0000001446|8906009077437
DEL0000001446|8017919105298
DEL0000001446|8901719102400
DEL0000001446|9012870004544
DEL0000001446|8902167000034
DEL0000001446|9021687000126
DEL0000001446|8901314118912
DEL0000001446|801791910470
DEL0000001446|8901093280048
DEL0000001446|9012383023533
DEL0000001446|8901058842296
DEL0000001446|917208062635
DEL0000001446|8901063142206
DEL0000001446|890106314206
DEL0000001446|8901031426114
DEL0000001446|8910063142114
DEL0000001446|8901030565328
DEL0000001446|890103456069
DEL0000001446|9018300456619
DEL0000001446|8901300456619
DEL0000001446|8901058850178
DEL0000001446|8901030163250
DEL0000001446|890103056528
DEL0000001446|8019300565328
DEL0000001446|9018300565328
DEL0000001446|8901030565328
DEL0000001446|9018300565328
DEL0000001446|8901030565328
DEL0000001446|890172513210
DEL0000001446|980172532170
DEL0000001446|8901300534898
DEL0000001446|891058085017
DEL0000001446|901805850178
DEL0000001446|8019058501788
DEL0000001446|8901391563133
DEL0000001446|8901030516320
UPR0000002773|8901262151764
DEL0000001446|8190030532733
DEL0000001446|9018580850680
DEL0000001446|890158050680
DEL0000001446|8901032005817
DEL0000001446|9018030594489
DEL0000001446|8901888040350
DEL0000001446|901804296799
DEL0000001446|901248600444
DEL0000001446|8901042957968
DEL0000001446|8901246004376
DEL0000001446|8901233029294
DEL0000001446|906800105374
DEL0000001446|890103039754
DEL0000001446|8901300349751
DEL0000001446|9018063016590
DEL0000001446|8901791104701
DEL0000001446|8906070590026
UPR0000002773|8906020730076
UPR0000002773|8901719106637
UPR0000002773|8901595873258
DEL0000001446|8906002342563
DEL0000001446|8069034022563
DEL0000001446|8901396153133
DEL0000001446|9108030565328
DEL0000001446|8902102194927
DEL0000001446|890130034880
DEL0000001446|901728518426
DEL0000001446|9017281842516
DEL0000001446|901781925168
DEL0000001446|8901499009470
UPR0000002773|8906007280945
DEL0000001446|804963203017
DEL0000001446|9048063230157
DEL0000001184|22079383
DEL0000001184|22079383
UPR0000002773|8904063252265
UPR0000002773|8901725184223
DEL0000001446|8901030736278
DEL0000001446|801905813054
DEL0000001446|8902102161103
DEL0000001446|9018005873863
DEL0000001446|8901030508202
UPR0000002773|8901314118790
UPR0000002773|4902430666459
DEL0000001446|8901905020778
DEL0000001446|846597069026
DEL0000001446|890172513513
DEL0000001446|8901090283048
DEL0000001446|8901058842722
DEL0000001446|801729061253
UPR0000002773|8901063362871
UPR0000002773|8901192109125
UPR0000002773|8906007280969
UPR0000002773|690225106771
DEL0000001446|8904038100010
UPR0000002773|8902102199427
UPR0000002773|8901262173759
UPR0000002773|8901063362772
UPR0000002773|8902080011612
DEL0000001446|8906002342587
DEL0000001446|8960002342563
DEL0000001446|8906055100028
DEL0000001446|9068055100028
DEL0000001446|8901063362772
DEL0000001446|9018063362796
DEL0000001446|8019036362796
DEL0000001446|9018036362819
DEL0000001446|8901063362086
DEL0000001446|8901630320866
DEL0000001446|890123302256
DEL0000001446|8904038111085
DEL0000001446|8901063092280
DEL0000001446|8904063253066
DEL0000001446|904806320001
DEL0000001446|801791925511
DEL0000001446|8901063192133
DEL0000001446|8904039410015
DEL0000001446|9018580845327
DEL0000001446|9018058845372
DEL0000001446|8019058845327
DEL0000001446|8036913010940
DEL0000001446|8901361300940
DEL0000001446|8901363010940
DEL0000001446|9013681300940
DEL0000001446|8901052000791
DEL0000001446|9018052000791
DEL0000001446|9048043910077
DEL0000001446|8901190101732
DEL0000001446|9068011190278
DEL0000001446|8904063255280
DEL0000001446|8904063200686
DEL0000001446|904806320036
DEL0000001446|8901063023901
DEL0000001446|8901063142022
DEL0000001446|8017295131340
DEL0000001446|9017819102400
DEL0000001446|8901030638541
DEL0000001446|8019030638541
DEL0000001184|11111111
DEL0000001184|22716733
DEL0000001184|11000000
UPR0000002773|89926581
UPR0000002773|89926581
UPR0000002773|89926581
UPR0000002773|89926581
UPR0000002773|8901030439629
UPR0000002773|8901192110121
DEL0000001446|8906055100028
DEL0000001446|8901034612024
DEL0000001446|846597046560
DEL0000001446|90807631
DEL0000001446|9018520010318
UPR0000002773|8901030541292
DEL0000001446|8901722060070
UPR0000002773|8901764042706
DEL0000001446|901386312915
DEL0000001446|2901386312915
DEL0000001446|890406322064
DEL0000001446|8904063200501
DEL0000001446|904876001074
DEL0000001446|8901901101732
DEL0000001446|890103034975
DEL0000001446|9068000610688
UPR0000002773|8904124107695
UPR0000002773|8904063230119
UPR0000002773|8901058843590
UPR0000002773|8901063092280
UPR0000002773|4902430682572
UPR0000002773|8901396152002
UPR0000002773|41415104143
UPR0000002773|41415104143
UPR0000002773|8901248295048
UPR0000002773|8901288030159
UPR0000002773|8906014211307
DEL0000001446|9018052100318
UPR0000002773|8904063255280
UPR0000002773|8904124108036
DEL0000001446|890604970023
DEL0000001446|8906032010999
DEL0000001446|9018808017381
DEL0000001446|8904632580458
DEL0000001446|8904043901015
DEL0000001446|8901580842722
DEL0000001446|9018580842722
DEL0000001446|9018058427822
DEL0000001446|9018580427822
DEL0000001446|8901580842722
DEL0000001446|8902160700034
DEL0000001446|8901030638541
DEL0000001446|9012383023533
DEL0000001446|8901921102012
DEL0000001446|9012481782200
DEL0000001446|890126150210
DEL0000001446|901858050178
DEL0000001446|9017285131340
DEL0000001446|8908006110009
DEL0000001446|9108030533006
DEL0000001446|901858100600
DEL0000001446|9068055100011
DEL0000001446|8069011190278
DEL0000001446|9048439010015
DEL0000001446|901804297568
DEL0000001446|8906002342563
DEL0000001446|8901042957968
DEL0000001446|8049039410015
DEL0000001446|8906002000876
DEL0000001446|9012682010016
DEL0000001446|9018030349542
DEL0000001446|8901261502101
DEL0000001446|890126202006
DEL0000001446|8906016571096
DEL0000001446|8019023005800
DEL0000001446|9018088047296
DEL0000001446|8012491083206
DEL0000001446|8901085874222
DEL0000001446|8901246002075
DEL0000001446|9018190172022
DEL0000001446|890156014013
DEL0000001446|9012383203533
DEL0000001446|9012380233533
DEL0000001446|9012380235333
DEL0000001446|8901750108340
DEL0000001446|9018030293597
DEL0000001446|890110910732
DEL0000001446|8901058427822
UPR0000002773|8904124108043
UPR0000002773|8904124108043
UPR0000002773|89007464
UPR0000002773|8901491361026
UPR0000002773|8901052024315
UPR0000002773|8901571003648
UPR0000002773|8906002348268
UPR0000002773|4902430646345
UPR0000002773|846597002306
UPR0000002773|8901314021045
UPR0000002773|8904124108036
DEL0000001446|8906055100028
UPR0000002773|8904063253576
UPR0000002773|8901725133207
UPR0000002773|8901652140200
UPR0000002773|8901063093416
UPR0000002773|8901233019451
DEL0000001446|8901722063565
DEL0000001446|8019192241119
DEL0000001446|9408076601074
DEL0000001446|8901725132361
DEL0000001446|890179702151
DEL0000001446|8029080031012
DEL0000001446|8904632502029
DEL0000001446|8901652143414
DEL0000001446|901386329518
DEL0000001446|8901058267860
DEL0000001446|9018630920280
DEL0000001446|9018630920280
DEL0000001446|8901277012661
DEL0000001446|9048632030126
DEL0000001446|890105210038
DEL0000001446|9018052010318
DEL0000001446|8901080216982
DEL0000001446|890123301862
DEL0000001446|890132302236
DEL0000001446|8901233018362
DEL0000001446|9017281851420
DEL0000001446|890103057346
DEL0000001446|8901032004708
UPR0000002773|89926581
UPR0000002773|690225103138
UPR0000002773|8901233022017
UPR0000002773|8901233020501
UPR0000002773|89926581
UPR0000002773|8901764012709
DEL0000001446|8069007286903
UPR0000002773|8901764032912
UPR0000002773|8901233021171
UPR0000002773|8901058849141
UPR0000002773|8901233023663
UPR0000002773|8904063253217
DEL0000001446|8901042954608
DEL0000001446|8901725184216
DEL0000001446|9018300486593
DEL0000001446|490243072046
DEL0000001446|902430724046
UPR0000002773|8904063255440
UPR0000002773|8901652142105
UPR0000002773|8901233023663
UPR0000002773|8906006432499
UPR0000002773|8801017166244
UPR0000002773|8901058144345
UPR0000002773|8901262070454
UPR0000002773|8901262070058
UPR0000002773|8901450000416
DEL0000001446|890158028670
DEL0000001446|801963150206
DEL0000001446|9018031565206
DEL0000001446|9012380233533
DEL0000001446|9012380235333
DEL0000001446|890106312143
DEL0000001446|9018630094154
DEL0000001446|8901030637933
DEL0000001446|8901030637933
DEL0000001446|8910030693733
DEL0000001446|901830063793
DEL0000001446|8901058826760
DEL0000001446|8904063200570
DEL0000001446|890406325384
DEL0000001446|8904630253842
DEL0000001446|9018058850178
DEL0000001446|890105885017
DEL0000001446|8906013865099
DEL0000001446|890163071032
DEL0000001446|890172531544
DEL0000001446|8901792515151
DEL0000001446|8017919104596
DEL0000001446|8069006330726
DEL0000001446|890123013091
DEL0000001446|8901262030069
DEL0000001446|8906004790023
DEL0000001446|804906320198
DEL0000001446|9018030215483
DEL0000001446|8901719101885
DEL0000001446|9018630281606
DEL0000001446|8901719101885
DEL0000001446|9801719702051
DEL0000001446|8904031811085
DEL0000001446|8904081630076
DEL0000001446|8901719082591
DEL0000001446|9012807017766
DEL0000001446|8904063257932
DEL0000001446|8901719100734
DEL0000001446|8901719100734
DEL0000001446|8017919100734
DEL0000001446|9017819255168
DEL0000001446|9801795215168
DEL0000001446|890105813854
DEL0000001446|9068007286093
DEL0000001446|8904381011078
DEL0000001446|8904081311085
DEL0000001446|890171910272
DEL0000001446|901728532194
DEL0000001446|8901725135478
DEL0000001446|901728135578
DEL0000001446|8906007280037
DEL0000001446|8908006436057
DEL0000001446|8901088017398
DEL0000001446|890172513270
DEL0000001446|891253270170
DEL0000001446|8904632503859
DEL0000001446|9048063200051
DEL0000001446|901528207467
DEL0000001446|8901030553127
DEL0000001446|801905884782
DEL0000001446|9068004970023
DEL0000001446|8901921251000
DEL0000001446|8901035016320
DEL0000001446|846597062012
DEL0000001446|904838160014
DEL0000001446|890108817401
DEL0000001446|9012481782101
DEL0000001446|8901725181222
DEL0000001446|8190035870818
DEL0000001446|9018300587818
DEL0000001446|8904238300265
DEL0000001446|8904063512022
DEL0000001446|8901081501577
DEL0000001446|8901183816759
DEL0000001446|9026586060059
DEL0000001446|8000500239162
DEL0000001446|80768258
DEL0000001184|11712569
DEL0000001184|11712569
DEL0000001184|11000000
UPR0000002773|8901725132194
UPR0000002773|8901058843590
UPR0000002773|8901652141337
UPR0000002773|8901725132194
UPR0000002773|8901719255151
UPR0000002773|8901063093416
UPR0000002773|8901063094185
UPR0000002773|8901652141313
UPR0000002773|8901233022864
DEL0000001446|890124603782
DEL0000001446|8901305349042
DEL0000001446|8906002000432
DEL0000001446|8901512103109
DEL0000001446|8025799103507
DEL0000001446|8920579103507
DEL0000001446|8902579107017
DEL0000001446|8902579103507
DEL0000001446|8902579103507
DEL0000001446|8901192212115
DEL0000001446|8901030611643
DEL0000001446|8901030611643
DEL0000001446|8901030611643
DEL0000001446|8901030611643
DEL0000001446|8901030611643
DEL0000001446|8901030453212
DEL0000001446|4902430646857
DEL0000001446|490243065192
DEL0000001446|9402430516929
DEL0000001446|8901030501067
DEL0000001446|8901088047265
DEL0000001446|8901314010131
DEL0000001446|8901314005359
DEL0000001446|8901030556807
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030555978
DEL0000001446|8901030464621
DEL0000001446|8901138822477
DEL0000001446|8901030486531
DEL0000001446|8902579103507
DEL0000001446|8906004620263
DEL0000001446|8906004620263
DEL0000001446|8902579131043
DEL0000001446|8902579131043
UPR0000002773|8901058843200
UPR0000002773|8901542015779
UPR0000002773|8906002348688
UPR0000002773|4902430672078
UPR0000002773|8904124108098
UPR0000002773|8901652141344
UPR0000002773|8904063200556
UPR0000002773|8901063139190
UPR0000002773|8904124108098
DEL0000001446|8902579131043
DEL0000001446|8906004620263
DEL0000001446|8906004620263
DEL0000001446|8179019102820
DEL0000001446|8906004620263
DEL0000001446|8901499009043
DEL0000001446|8901571005987
DEL0000001446|8901542015816
DEL0000001446|8901542015816
DEL0000001446|8901542015816
DEL0000001446|8954012015861
DEL0000001446|8901499008701
DEL0000001446|8901719258626
DEL0000001446|8901719258626
DEL0000001446|8901499009234
DEL0000001446|8901499009234
DEL0000001446|8901063362888
DEL0000001446|8063901362888
DEL0000001446|8901063362819
DEL0000001446|8901063362819
DEL0000001446|8901063362086
DEL0000001446|8901063362086
DEL0000001446|8901719678714
UPR0000002773|8901262177139
UPR0000002773|8901725132361
DEL0000001446|8901233023762
DEL0000001446|890123302362
DEL0000001446|8901233023762
DEL0000001446|8901030534898
DEL0000001446|8901052021192
DEL0000001446|8901052021192
DEL0000001446|8901052000913
DEL0000001446|8901030397943
DEL0000001446|8901719103865
DEL0000001446|8901058842821
DEL0000001446|8901063028166
DEL0000001446|8901246002075
DEL0000001446|8901246002075
DEL0000001446|8901719100710
DEL0000001446|8123903020617
DEL0000001446|8901030535093
DEL0000001446|8019030535093
DEL0000001446|9123083021973
DEL0000001446|8901233021973
DEL0000001446|8901233021973
DEL0000001446|890154201357
DEL0000001446|8901233018157
DEL0000001446|8901512543400
DEL0000001446|8901512540508
DEL0000001446|8901512543301
DEL0000001446|8901314005779
DEL0000001446|8901722066355
UPR0000002773|8904063200457
DEL0000001446|8901063362086
DEL0000001446|8901063362086
DEL0000001446|8901063162143
DEL0000001446|8904063200198
DEL0000001446|4902340615570
DEL0000001446|4902430602747
DEL0000001446|8901233018140
DEL0000001446|8901358702184
DEL0000001446|690225103138
UPR0000002773|8902080364343
DEL0000001446|8901262060011
DEL0000001446|8901526101016
DEL0000001446|8906045490979
DEL0000001446|8901063092280
DEL0000001446|8901725135423
DEL0000001446|8908001935043
DEL0000001446|8901030191084
DEL0000001446|8901331003871
DEL0000001446|4902430648356
DEL0000001446|8902167000034
DEL0000001446|8902167000065
DEL0000001446|8902167000270
DEL0000001446|8014999009234
DEL0000001446|8901233013091
UPR0000002773|8904124108098
UPR0000002773|8904063200068
UPR0000002773|8901491361026
UPR0000002773|8901719102400
UPR0000002773|8901652142143
UPR0000002773|8901652142143
DEL0000001446|8901030537806
DEL0000001446|8901042965543
DEL0000001446|8901042967998
DEL0000001446|8901042965543
DEL0000001446|8901063023901
DEL0000001446|8901233018362
DEL0000001446|8901233018362
DEL0000001446|8901719103766
DEL0000001446|8901063362772
DEL0000001446|8901030555442
DEL0000001446|8901030555442
DEL0000001446|8901058842722
DEL0000001446|8901058843590
DEL0000001446|8901042967998
DEL0000001446|8904063200013
DEL0000001446|8901063362772
DEL0000001446|8901063362772
DEL0000001446|8901063362772
DEL0000001446|8910088068758
DEL0000001446|8901088068758
DEL0000001446|8901058847482
DEL0000001446|8901719678714
DEL0000001446|8901719107366
DEL0000001446|8901719678714
DEL0000001446|8901030578205
DEL0000001446|8904038109525
DEL0000001446|8901361270311
DEL0000001446|8901361270311
DEL0000001446|8906001386599
DEL0000001446|8901972061056
DEL0000001446|8901123005403
DEL0000001446|8910808000785
DEL0000001446|8901808005032
DEL0000001446|8901808000785
UPR0000002773|8901262173759
DEL0000001446|8901071211246
DEL0000001446|8013999245077
DEL0000001446|8901399245077
DEL0000001446|8901808000426
DEL0000001446|8901808000419
DEL0000001446|8901262010023
DEL0000001446|8901233022536
DEL0000001446|8901233022536
DEL0000001446|8901719103766
DEL0000001446|8901719103766
DEL0000001446|8901063028166
DEL0000001446|8901063028166
UPR0000002773|8901491361026
UPR0000002773|8901233023663
UPR0000002773|8901192110121
UPR0000002773|8901063092280
UPR0000002773|8906020730113
DEL0000001446|846597026029
DEL0000001446|8901030602689
DEL0000001446|9018023007422
DEL0000001446|4902430731102
DEL0000001446|9024430731102
DEL0000001446|8906001501060
DEL0000001446|8904063295174
DEL0000001446|8906011190278
DEL0000001446|8901719703058
DEL0000001446|8901719100710
DEL0000001446|8901684610979
DEL0000001446|8901314305466
DEL0000001446|8901361300896
DEL0000001446|8901361270311
DEL0000001446|8901396151333
DEL0000001446|4902430732819
DEL0000001446|4902430732819
DEL0000001446|8906018301013
DEL0000001446|8904043901015
DEL0000001446|8904156501287
DEL0000001446|8904156501287
DEL0000001446|8904043901015
DEL0000001446|8901399005305
DEL0000001446|8901190206390
DEL0000001446|8901030611131
DEL0000001446|8901030598654
DEL0000001446|8901030598654
DEL0000001446|8901190101732
DEL0000001446|8901023007408
DEL0000001446|8904063230010
DEL0000001446|8904632000204
DEL0000001446|8904063230157
DEL0000001446|8901030493065
DEL0000001446|8901030454370
DEL0000001446|8901030454370
DEL0000001446|8901058850680
DEL0000001446|8901058850680
DEL0000001446|8901058850680
DEL0000001446|8910058850680
DEL0000001446|8901058850680
DEL0000001446|4005808996063
DEL0000001446|8901030534966
DEL0000001446|8901719702051
DEL0000001446|8901314114259
DEL0000001446|89006825
DEL0000001446|8901233018362
DEL0000001446|8910233018362
DEL0000001446|8901063139190
DEL0000001446|8910063139190
DEL0000001446|8901719100710
DEL0000001184|44242056
UPR0000002773|8904124108074
DEL0000001184|44337597
DEL0000001184|22041602
DEL0000001184|22041602
DEL0000001446|8901233018157
DEL0000001446|8901233018157
DEL0000001446|8901233018140
DEL0000001446|8901719678714
DEL0000001446|8906032010975
DEL0000001446|8901030537806
DEL0000001446|8904063257932
DEL0000001446|8901023014529
DEL0000001446|8901233013091
DEL0000001446|8901719102820
DEL0000001446|8901233013091
DEL0000001446|8906072800693
DEL0000001446|8901058847505
DEL0000001446|8901233018157
DEL0000001446|8901030587863
DEL0000001446|8901719678714
DEL0000001446|8901063035027
DEL0000001446|8901063025189
DEL0000001446|8901030561603
DEL0000001446|8901030561603
DEL0000001446|89006931
DEL0000001446|8901063092280
DEL0000001446|8901719703058
DEL0000001446|8901030493089
DEL0000001446|8901012189108
DEL0000001446|8901030605260
DEL0000001446|8901030605260
DEL0000001446|8901719104596
DEL0000001446|4902430741712
