STOREID|BARCODE
DEL0000001446|8906006332683
DEL0000001446|8906055100011
DEL0000001446|8901662350653
DEL0000001446|8901314012876
DEL0000001446|9081030599309
DEL0000001446|8906165701096
DEL0000001446|9018300509995
DEL0000001446|8901548143650
DEL0000001446|9018902106185
DEL0000001446|8901719255168
DEL0000001446|9081719100734
DEL0000001446|9018190107222
DEL0000001446|4987176013866
DEL0000001446|890139369380
DEL0000001446|8901190206413
DEL0000001446|8019030373886
DEL0000001446|9048063200044
DEL0000001446|9018230007477
DEL0000001446|8901063139213
DEL0000001446|9081190107222
DEL0000001446|8901088047296
DEL0000001446|9068001383819
DEL0000001446|8901030627095
DEL0000001446|8906002000111
DEL0000001446|8908006436026
DEL0000001446|8908003634005
DEL0000001446|8049043901015
DEL0000001446|8901030554667
DEL0000001446|8901030584442
DEL0000001446|8910631300889
DEL0000001446|9082188825364
DEL0000001446|6386233627422
DEL0000001446|3866323622742
DEL0000001446|8901030349751
DEL0000001446|9088000863460
DEL0000001446|8901595952755
DEL0000001446|9081595952755
DEL0000001446|89002957
DEL0000001446|8901314306500
DEL0000001446|9086005181008
DEL0000001446|8901396052005
DEL0000001446|8906015796993
DEL0000001446|8012962151863
DEL0000001446|4902430684347
DEL0000001446|8903622067739
DEL0000001446|9036822067739
DEL0000001446|8906011190025
DEL0000001446|9018030516320
DEL0000001446|8901030516320
DEL0000001446|8901719100710
DEL0000001446|9021888812067
DEL0000001446|8190719251551
DEL0000001446|179819100710
UPR0000002773|8901262010016
DEL0000001446|8901030628702
DEL0000001446|8901030628702
DEL0000001446|8901030628702
DEL0000001446|8901030628702
DEL0000001446|8901399245077
DEL0000001446|8904043901015
DEL0000001446|8901030493906
DEL0000001446|8901030493072
DEL0000001446|8901719103865
DEL0000001446|1890088064644
DEL0000001446|8901063004061
DEL0000001446|9018719103889
DEL0000001446|9017819103889
DEL0000001446|9017819103889
DEL0000001446|9081719103889
DEL0000001446|8904076600510
DEL0000001446|8901719105982
DEL0000001446|890124600267
DEL0000001446|8960006333796
DEL0000001446|8906055100028
DEL0000001446|8908061001009
DEL0000001446|8901030355048
DEL0000001446|8901030473814
DEL0000001446|8901300473814
DEL0000001446|8019030473814
DEL0000001446|8901314012876
DEL0000001446|8901570104614
DEL0000001446|8901030148950
DEL0000001446|8901030468094
DEL0000001446|8901313065400
DEL0000001446|4902430679701
DEL0000001446|4902430663960
DEL0000001446|9024430659185
DEL0000001446|8901088120401
DEL0000001446|8901088067645
DEL0000001446|8091088067645
DEL0000001446|8901030441172
DEL0000001446|9018030441172
DEL0000001446|8901035348908
DEL0000001446|9018030591280
DEL0000001446|8901035200174
DEL0000001446|8901058842746
DEL0000001446|8901192205100
DEL0000001446|8901192012007
DEL0000001446|8901921205100
DEL0000001446|8901399009501
DEL0000001446|9013896151333
DEL0000001446|8901030588552
DEL0000001446|9048439001015
DEL0000001446|8901088047265
DEL0000001446|8904063230010
DEL0000001446|8901023007408
DEL0000001446|8901058845419
DEL0000001446|8901764022401
DEL0000001446|8901764022401
DEL0000001446|8902579107017
DEL0000001446|890257910707
DEL0000001446|8901242136903
DEL0000001446|9081719100734
DEL0000001446|8904063220264
DEL0000001446|901863009415
DEL0000001446|8901063032879
DEL0000001446|8940063230089
DEL0000001446|890105884274
DEL0000001446|8901508427846
DEL0000001446|8901058842746
DEL0000001446|8904063200679
DEL0000001446|8901719101663
DEL0000001446|8017925135423
DEL0000001446|9081725135423
DEL0000001446|8901090328048
DEL0000001446|89007853
DEL0000001446|89007853
DEL0000001446|8901058843590
DEL0000001446|9081030545559
DEL0000001446|9018030545559
DEL0000001446|8901030563210
DEL0000001446|89006696
DEL0000001446|80906696
DEL0000001446|8901063029170
DEL0000001446|8904063230010
DEL0000001446|890106362838
DEL0000001446|8901063362888
DEL0000001446|9018030556227
DEL0000001446|8906006333796
DEL0000001446|9018192201102
DEL0000001446|8902102199427
DEL0000001446|9021802199427
DEL0000001446|906800061128
DEL0000001446|8906002004461
DEL0000001446|8908081430007
DEL0000001446|9018030577680
DEL0000001446|8901058847420
DEL0000001446|8690002004423
DEL0000001446|8901071211147
DEL0000001446|9018071211147
DEL0000001446|8901030627378
DEL0000001446|890103062737
DEL0000001446|4902430732819
DEL0000001446|4902430732819
DEL0000001446|8901030637926
DEL0000001446|8902188812043
UPR0000002773|8901499009241
UPR0000002773|690225103633
UPR0000002773|8901725132941
UPR0000002773|8901725132941
UPR0000002773|8901262070454
UPR0000002773|8901719103766
UPR0000002773|8904124108098
UPR0000002773|8904063200051
UPR0000002773|8904063200167
UPR0000002773|8901725132941
UPR0000002773|8901719255151
UPR0000002773|8901764032912
UPR0000002773|8904043901015
UPR0000002773|8904087000194
UPR0000002773|8906006330726
UPR0000002773|8901058847840
UPR0000002773|8901058847833
UPR0000002773|8901192109125
UPR0000002773|8902167004537
UPR0000002773|8901725133986
UPR0000002773|846597028467
UPR0000002773|8901030560989
UPR0000002773|8901058101577
UPR0000002773|8901571004416
UPR0000002773|8901058143102
UPR0000002773|89006641
DEL0000001446|8901725134181
DEL0000001446|8901725134181
DEL0000001446|8901138509224
DEL0000001446|8901560270242
DEL0000001446|8901030456633
DEL0000001446|8901719104200
DEL0000001446|9018030577659
DEL0000001446|8901012194188
UPR0000002773|8901058842746
DEL0000001446|9015680053081
UPR0000002773|8901030573248
DEL0000001446|8901190101732
UPR0000002773|8901030573248
UPR0000002773|8901030573248
UPR0000002773|8901030573248
UPR0000002773|8901030598661
UPR0000002773|8901542011252
UPR0000002773|8901725101848
UPR0000002773|690225106092
UPR0000002773|8904087000194
DEL0000001446|846597082933
DEL0000001446|8902339566168
DEL0000001446|8906002000050
DEL0000001446|4920430659185
DEL0000001446|8901012115169
DEL0000001446|8901063017252
DEL0000001446|8901058844757
DEL0000001446|8900818170381
DEL0000001446|8904063200341
DEL0000001446|8906002000111
DEL0000001446|8904043901015
DEL0000001446|8902188812067
DEL0000001446|8901058844757
DEL0000001446|8940603200051
DEL0000001446|984003620036
DEL0000001446|9081058847505
DEL0000001446|901805884750
DEL0000001446|8901030493096
DEL0000001446|8901030493096
DEL0000001446|4902430723046
DEL0000001446|8906002000463
DEL0000001446|890126202015
DEL0000001446|8906010775063
DEL0000001446|9088004804070
DEL0000001446|8905112507501
DEL0000001446|8901512507501
DEL0000001446|8904038111047
DEL0000001446|9018063093287
DEL0000001446|8901036093287
UPR0000002773|8901652142143
UPR0000002773|8904063251497
DEL0000001184|8901030627385
DEL0000001184|8901030627385
DEL0000001184|8901030341663
DEL0000001184|8901030341663
DEL0000001184|8901030516269
DEL0000001184|8901030516269
DEL0000001184|8901030516276
DEL0000001184|8901030516276
DEL0000001184|8901030627378
DEL0000001184|8901030627378
DEL0000001184|8901030585869
DEL0000001184|8901030556609
DEL0000001184|8901030556609
DEL0000001184|8901030556609
DEL0000001184|8901030556609
DEL0000001446|8906055100028
DEL0000001446|890139611436
DEL0000001446|9068007280037
DEL0000001446|8190030461231
DEL0000001446|8901030609275
DEL0000001446|8901030461248
DEL0000001446|8901030516283
DEL0000001446|890103051626
DEL0000001446|890103046124
DEL0000001446|9018300518607
DEL0000001446|8906002342587
DEL0000001446|9081230005824
DEL0000001446|8901058100600
DEL0000001446|8901719035210
DEL0000001446|8960007282000
DEL0000001446|8906007283144
DEL0000001446|9088008143007
DEL0000001446|846759049561
DEL0000001446|465978495610
DEL0000001446|8901030622540
DEL0000001446|8910030616259
DEL0000001446|8901030616259
UPR0000002773|8901725134143
UPR0000002773|8901719106057
UPR0000002773|8901725931995
UPR0000002773|8901652141344
DEL0000001446|8901242114307
DEL0000001446|9801242136903
DEL0000001446|8901520100318
DEL0000001446|9018052010318
DEL0000001446|9081052010318
DEL0000001446|8901030594489
DEL0000001446|9081030594489
DEL0000001446|8901052010318
DEL0000001446|8902102194934
DEL0000001446|9082121940349
DEL0000001446|8901233022062
DEL0000001446|9081233022062
DEL0000001446|8906016579993
DEL0000001446|8901396151333
DEL0000001446|8913096153306
DEL0000001446|8901088047296
DEL0000001446|8901030599187
DEL0000001446|8901725131951
DEL0000001446|9021888861362
DEL0000001446|8902188822363
DEL0000001446|8190063017252
DEL0000001446|8901063017252
DEL0000001446|8901058844894
DEL0000001446|890119010172
DEL0000001446|9081030627095
DEL0000001446|8901090328024
DEL0000001446|8901030627095
DEL0000001446|8901063142015
DEL0000001446|8901063025189
DEL0000001446|8901063025189
UPR0000002773|8901030577675
DEL0000001446|908406325287
DEL0000001446|8902188812043
DEL0000001446|90805590
DEL0000001446|6386323622124
DEL0000001446|901830589091
DEL0000001446|4902430736329
DEL0000001446|8901030560460
DEL0000001446|8901030609701
DEL0000001446|8901548147184
DEL0000001446|901386198403
DEL0000001446|8901396184003
DEL0000001446|8901396179009
DEL0000001446|8015995972111
DEL0000001446|8904038110815
DEL0000001446|9018042968773
DEL0000001446|9018042968773
DEL0000001446|9018275135119
DEL0000001446|8901030530333
DEL0000001446|8901595862962
DEL0000001446|8901719255151
DEL0000001446|8908004643013
DEL0000001446|8904063200013
DEL0000001446|8901063028166
UPR0000002773|4902430673143
UPR0000002773|8904124108098
DEL0000001446|8901571000036
DEL0000001446|4902430707916
DEL0000001446|9018192207111
DEL0000001446|8901030309014
DEL0000001446|8901871007087
DEL0000001446|8901277007087
DEL0000001446|8901871070087
DEL0000001446|9018063017252
DEL0000001446|9088000881976
DEL0000001446|8904156506026
DEL0000001446|8913096151333
DEL0000001446|9806055100028
DEL0000001446|8901396183402
DEL0000001446|9081391769009
DEL0000001446|8901262010023
DEL0000001446|8904043901077
DEL0000001446|4902430707916
DEL0000001446|8906006330726
DEL0000001446|8901030509995
DEL0000001446|8901300584442
DEL0000001446|8901030630897
DEL0000001446|8901030462429
DEL0000001446|8901396323518
UPR0000002773|8901764012808
UPR0000002773|89007952
DEL0000001446|9813014306258
DEL0000001446|8901396024002
DEL0000001446|902383100239
DEL0000001446|8901830584042
DEL0000001446|890130580442
DEL0000001446|8901030349751
DEL0000001446|9018192103116
DEL0000001446|8901030594489
DEL0000001446|8904043901015
DEL0000001446|8906011190278
DEL0000001446|9801030456381
DEL0000001446|8901719105964
DEL0000001446|9081580842722
DEL0000001446|8901058842722
DEL0000001446|8901580842722
DEL0000001446|8910058842722
DEL0000001446|8901719103766
DEL0000001446|8901719103766
DEL0000001446|8901030215483
DEL0000001446|8901030554667
DEL0000001446|8901052087426
DEL0000001446|8960032011019
DEL0000001446|8906032010999
DEL0000001446|8901192207111
DEL0000001446|8906007280037
DEL0000001446|8901491982016
DEL0000001446|9014819820169
DEL0000001446|8904063230171
DEL0000001446|8904312055113
DEL0000001446|8906000610701
DEL0000001446|8993189271694
DEL0000001446|902651032107
UPR0000002773|8906007280969
UPR0000002773|8901088045674
UPR0000002773|8901491503013
UPR0000002773|8901491361026
UPR0000002773|8904063255280
DEL0000001446|890210219494
DEL0000001446|9813060249002
DEL0000001446|9048076602545
DEL0000001446|9018300397943
DEL0000001446|8901012111123
DEL0000001446|9081012115145
DEL0000001446|8901030616259
DEL0000001446|890171925168
DEL0000001446|8906001051503
DEL0000001446|8906000151732
DEL0000001446|8910903107134
DEL0000001446|8906002342587
DEL0000001446|9024430651776
UPR0000002773|8901491361026
UPR0000002773|8906007280242
UPR0000002773|4902430627108
UPR0000002773|4902430616225
UPR0000002773|8901764042911
UPR0000002773|8901052000807
UPR0000002773|8901030559747
UPR0000002773|8901030555442
UPR0000002773|8901314116376
DEL0000001446|8910058842821
DEL0000001446|8906063030627
DEL0000001446|8906007280969
DEL0000001446|8901725937386
DEL0000001446|904806325149
DEL0000001446|8901058847482
DEL0000001446|9018058847529
DEL0000001446|4902430678896
DEL0000001446|902440679370
DEL0000001446|8901058848502
DEL0000001184|44620642
DEL0000001184|8901030556609
DEL0000001184|8901030556609
DEL0000001184|8901030627385
DEL0000001184|8901030516276
DEL0000001184|8901030516276
DEL0000001184|8901030556609
DEL0000001184|8901030556609
DEL0000001184|890103058587
DEL0000001184|8901030585869
DEL0000001184|8901030516269
DEL0000001184|8901030516276
DEL0000001184|8901030516276
DEL0000001446|8904063251954
DEL0000001446|8901719103889
DEL0000001446|8901042954721
DEL0000001446|8910429504721
DEL0000001446|8901571005383
DEL0000001446|9015781005383
DEL0000001446|8901088713014
DEL0000001446|9018520010615
DEL0000001446|8901012165737
DEL0000001446|9018012167357
DEL0000001446|8906001501084
DEL0000001446|9041385205014
DEL0000001446|8901023005824
DEL0000001446|901528601504
DEL0000001446|8901499009234
DEL0000001446|9014899009234
DEL0000001446|8904043901015
DEL0000001446|9084043901015
DEL0000001446|9048439001015
DEL0000001446|8906051050011
DEL0000001446|8069055100097
DEL0000001446|890413520524
DEL0000001446|890106316214
DEL0000001446|9081063162143
DEL0000001446|9081063121463
DEL0000001446|8901063142015
DEL0000001446|901805884221
UPR0000002773|8904124107695
DEL0000001446|8904063251954
DEL0000001446|9084063200211
DEL0000001446|8901207014147
DEL0000001446|8901207014147
DEL0000001446|901381408254
DEL0000001446|8901063028166
DEL0000001446|8904050700731
UPR0000002773|8901491361026
UPR0000002773|8902080404094
UPR0000002773|8901192107121
UPR0000002773|8901262260121
DEL0000001446|890450700786
DEL0000001446|9048063256036
DEL0000001446|9084063230171
DEL0000001446|8049063200204
DEL0000001446|8904032563859
DEL0000001446|904863200301
DEL0000001446|9801603028166
DEL0000001446|8904063230133
DEL0000001446|8901063142114
DEL0000001446|8901031426015
UPR0000002773|8901023005817
DEL0000001446|8904632020264
DEL0000001446|8901888002297
DEL0000001446|8904063200013
DEL0000001446|9084063200204
DEL0000001446|8904063251497
DEL0000001446|8901063142206
DEL0000001446|8901063142206
DEL0000001446|8019719105913
DEL0000001446|8901063362086
DEL0000001446|9801603362086
DEL0000001446|8901030215902
DEL0000001446|8901063139213
DEL0000001446|9081719130889
DEL0000001446|8901030565304
DEL0000001446|8901030537905
DEL0000001446|8904035416411
DEL0000001446|8904063258441
DEL0000001446|8904063258458
DEL0000001446|8901242139063
DEL0000001446|8910058842746
DEL0000001446|9018030293610
DEL0000001446|9015781005666
DEL0000001446|8906002000104
DEL0000001446|8906002001118
DEL0000001446|8901242107101
DEL0000001446|8904063230058
DEL0000001446|8901030315381
DEL0000001446|890105200080
DEL0000001446|8901030616259
DEL0000001446|8901030537813
DEL0000001446|8901052000807
DEL0000001446|8901030616259
DEL0000001446|8908000863408
DEL0000001446|8901063016590
DEL0000001446|8901058842722
DEL0000001446|8901030309014
DEL0000001446|8901030309014
DEL0000001446|8901030309014
DEL0000001446|8901030309014
DEL0000001446|8901030309014
DEL0000001446|8901246003607
DEL0000001446|8906055790247
DEL0000001446|8906008452846
DEL0000001446|4005900207999
DEL0000001446|8901030589003
DEL0000001446|8906014765947
DEL0000001446|8190030553127
DEL0000001446|8908000075146
DEL0000001446|8901030438493
DEL0000001446|8907122000470
DEL0000001446|8901246002167
DEL0000001446|8901012165256
DEL0000001446|9081304396209
DEL0000001446|890152620990
DEL0000001446|8901058842821
DEL0000001446|8901088017314
DEL0000001446|9018030408359
DEL0000001446|8901030509995
DEL0000001446|9801030509959
DEL0000001446|8906020730670
DEL0000001446|8901719255151
DEL0000001446|8901030584442
DEL0000001446|901806336208
DEL0000001446|8901063362802
DEL0000001446|8910030630897
DEL0000001446|8901030309007
DEL0000001446|902443072346
DEL0000001184|14041972
DEL0000001446|8901491103787
DEL0000001446|8901491702645
DEL0000001446|8901972058650
DEL0000001446|8901972058650
UPR0000002773|89006931
DEL0000001446|8901023014529
DEL0000001446|8904063200181
DEL0000001446|8904063258434
DEL0000001446|8901063029170
DEL0000001446|8901030516269
DEL0000001446|8901030555442
DEL0000001446|8901719701603
DEL0000001446|8901725135140
DEL0000001446|8904063200525
DEL0000001446|9048063200723
DEL0000001446|8904076602545
DEL0000001446|8901246004444
DEL0000001446|8904063200013
DEL0000001446|8904063200013
DEL0000001446|8901058842722
DEL0000001446|8901058842722
DEL0000001446|8901972058650
DEL0000001446|8904063200440
DEL0000001446|8906010088293
DEL0000001446|8901242178200
DEL0000001446|8901242178200
DEL0000001446|8901058835904
DEL0000001446|8901595863013
DEL0000001446|8906001052708
DEL0000001446|8901058846881
DEL0000001446|8901542015793
DEL0000001446|8906002004430
DEL0000001446|8908001935043
DEL0000001446|8901058842722
DEL0000001446|8901058842722
DEL0000001446|8901571005659
UPR0000002773|8901138512187
DEL0000000103|33333333
DEL0000001446|8908006436026
DEL0000001446|8901360412907
DEL0000001446|8901248790242
DEL0000001446|8901233021348
DEL0000001446|8906016579993
DEL0000001446|8906016579993
DEL0000001446|9048043901077
DEL0000001446|8901030560460
DEL0000001446|8901080329781
DEL0000001446|8901241074208
DEL0000001446|8901030600739
DEL0000001446|8904063200464
DEL0000001446|9018631420213
DEL0000001446|8901030623730
DEL0000001446|8901248240239
DEL0000001446|9013896397380
DEL0000001446|890102301455
DEL0000001446|890115700143
DEL0000001446|8901300309014
