BARCODE|CREATED_STAMP
8901030508219|2017-01-15 19:07:35.277
8901063362086|2017-01-15 19:07:54.699
8902102199427|2017-01-15 19:08:01.922
8901063362086|2017-01-15 19:08:10.315
8901063362086|2017-01-15 19:08:12.602
8901030602689|2017-01-15 19:08:16.190
8901725101374|2017-01-15 19:08:19.825
8908001935401|2017-01-15 19:08:23.382
8901719105913|2017-01-15 19:08:26.486
8000500225615|2017-01-15 19:08:29.575
8906009071909|2017-01-15 19:08:33.288
8906009071602|2017-01-15 19:08:39.684
8904063253842|2017-01-15 19:08:45.128
8901030215902|2017-01-15 19:08:50.198
8190071302036|2017-01-15 19:09:17.842
8901044117209|2017-01-15 19:09:42.224
8908001017824|2017-01-15 19:10:07.606
890197205862|2017-01-02 19:48:52.434
8904063200136|2017-01-02 19:49:03.744
8904063259899|2017-01-02 19:49:08.830
8904063230133|2017-01-02 19:49:13.198
8904038111085|2017-01-02 19:49:26.474
8904038111085|2017-01-02 19:49:26.645
8901725132361|2017-01-02 19:49:33.119
8901063017290|2017-01-02 19:49:51.168
8904063259714|2017-01-02 19:50:13.773
8904063230072|2017-01-02 19:50:22.415
8901063019089|2017-01-02 19:50:31.760
8901058845617|2017-01-02 19:50:36.861
8901058844757|2017-01-02 19:50:39.872
8901058848205|2017-01-02 19:50:42.867
8917201535478|2017-01-02 19:50:48.545
8904063200587|2017-01-02 19:51:05.986
8904632000044|2017-01-02 19:51:13.100
8901063362888|2017-01-02 19:51:17.998
8901063362888|2017-01-02 19:51:18.419
8901905021249|2017-01-02 19:51:22.678
189058845280|2017-01-02 19:52:37.028
8901058849295|2017-01-02 19:52:52.534
8901233022659|2017-01-02 19:52:57.916
8901058841831|2017-01-02 19:53:10.084
89006764|2017-01-02 19:53:45.746
8901233022659|2017-01-02 19:54:36.692
8901058842296|2017-01-02 19:54:42.090
8901058842296|2017-01-02 19:54:42.480
8901499009241|2017-01-02 19:56:22.798
8902080304080|2017-01-02 19:57:41.548
8901030412752|2017-01-02 20:02:55.508
8901262030069|2017-01-15 21:10:06.927
8901030450389|2017-01-15 21:10:11.030
8901242107408|2017-01-15 21:10:42.214
8906002342587|2017-01-15 21:11:35.124
8901042962597|2017-01-15 21:11:36.996
8901207019005|2017-01-02 20:02:58.969
8904250700111|2017-01-02 19:58:59.848
8901190206413|2017-01-02 19:59:28.798
8901396387404|2017-01-02 20:00:51.119
8904063200136|2017-01-02 20:02:37.428
8019138513085|2017-01-02 20:02:57.131
8906007282895|2017-01-02 20:03:32.699
4121272278181|2017-01-02 20:03:36.833
8901012165265|2017-01-02 20:05:10.168
809101216525|2017-01-02 20:05:10.449
8904632030010|2017-01-02 20:05:13.616
846597046560|2017-01-02 20:05:46.719
8901719105555|2017-01-02 20:03:58.841
8901030559792|2017-01-02 20:12:34.903
8901526301096|2017-01-02 20:12:56.306
8901247573130|2017-01-02 20:13:00.647
8903622067739|2017-01-02 20:13:04.220
8903622607739|2017-01-02 20:13:04.422
8901030517204|2017-01-02 20:13:19.726
8901030512704|2017-01-02 20:13:20.054
8901030512704|2017-01-02 20:13:20.490
8901052010318|2017-01-02 20:13:28.275
8901719255168|2017-01-02 20:13:32.003
8901030575525|2017-01-02 20:13:37.354
8901526401222|2017-01-02 20:13:40.349
8901088062503|2017-01-02 20:13:44.405
8901063155206|2017-01-02 20:14:03.312
8901063155206|2017-01-02 20:14:03.578
8901063139213|2017-01-02 20:14:11.768
8906055100011|2017-01-02 20:16:44.524
8904063230133|2017-01-02 20:16:49.017
8904063259202|2017-01-02 20:16:55.756
8490063200563|2017-01-02 20:17:48.348
8904063251497|2017-01-02 20:18:06.741
8904062583458|2017-01-02 20:18:10.454
8904063257512|2017-01-02 20:18:18.691
8901063035027|2017-01-02 20:18:28.127
8901063035027|2017-01-02 20:18:28.502
846597046577|2017-01-02 20:08:05.887
8019063139213|2017-01-02 20:08:11.456
8901063142015|2017-01-02 20:08:14.810
8901063142015|2017-01-02 20:08:15.091
8901063142015|2017-01-02 20:08:15.325
8901058842722|2017-01-02 20:08:20.020
8901058842722|2017-01-02 20:08:20.270
8904063259141|2017-01-02 20:08:31.892
846597046560|2017-01-02 20:08:36.962
8901247573963|2017-01-02 20:10:12.203
